Age,Gender,Education Level,Job Title,Years of Experience,Salary
37.0,Male,Bachelor's Degree,Sales Associate,1.0,38808
52.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,44579
37.0,Male,Bachelor's Degree,Support Executive,7.0,43840
38.0,Female,PhD,Senior Software Engineer,7.0,72615
60.0,Male,Bachelor's Degree,Account Executive,7.0,51043
48.0,Female,PhD,Support Consultant,7.0,67514
60.0,Male,PhD,Senior Accountant,7.0,64981
54.0,Male,Master's Degree,Senior Software Engineer,7.0,59186
49.0,Male,Bachelor's Degree,Senior Accountant,7.0,46773
53.0,Male,High School,Sales Manager,8.0,86304
50.0,Male,Bachelor's Degree,Senior Manager,7.5,98535
30.0,Female,Bachelor's Degree,Senior Data Analyst,7.0,50324
42.0,Female,Bachelor's Degree,Senior Marketing Specialist,7.0,49971
50.0,Female,Bachelor's Degree,Support Assistant,7.0,44977
34.0,Female,High School,Senior Software Engineer,7.0,39245
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,46801
55.0,Female,Bachelor's Degree,Data Analyst,3.0,42150
26.0,Female,Bachelor's Degree,Senior Data Analyst,7.0,43400
32.0,Female,PhD,Sales Manager,8.0,176872
48.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,45020
38.0,Male,Master's Degree,Senior HR Specialist,7.0,67118
55.0,Female,PhD,Senior HR Specialist,7.0,72293
55.0,Female,Bachelor's Degree,Senior Manager,7.5,87303
52.0,Male,High School,Senior Accountant,7.0,41105
44.0,Male,Bachelor's Degree,Account Executive,7.0,50993
47.0,Male,PhD,Senior Software Engineer,7.0,65998
55.0,Male,Bachelor's Degree,Senior Data Analyst,7.0,43476
54.0,Female,Bachelor's Degree,Account Executive,7.0,47225
25.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,44653
26.0,Male,High School,Senior Marketing Specialist,7.0,41505
55.0,Male,High School,Senior Software Engineer,7.0,37531
42.0,Male,High School,Senior Marketing Specialist,7.0,40998
41.0,Female,Bachelor's Degree,Senior Manager,7.5,71441
44.0,Male,High School,Senior Marketing Specialist,7.0,37641
38.0,Female,High School,Senior Data Analyst,7.0,41441
33.0,Male,Bachelor's Degree,Senior HR Specialist,7.0,47363
33.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,49175
23.0,Female,High School,Sales Manager,8.0,90134
52.0,Male,Bachelor's Degree,Support Executive,7.0,48937
47.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,44342
55.0,Female,High School,Sales Manager,8.0,86161
55.0,Female,Master's Degree,Support Consultant,7.0,64485
47.0,Male,High School,Senior Accountant,7.0,36493
23.0,Female,Bachelor's Degree,Marketing Executive,5.0,52543
51.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,44854
40.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,49296
44.0,Female,High School,Senior Software Engineer,7.0,34967
37.0,Female,Master's Degree,Senior Data Analyst,7.0,60058
43.0,Female,Bachelor's Degree,Finance Executive,7.0,47260
34.0,Male,Bachelor's Degree,Support Assistant,7.0,46251
46.0,Female,High School,Senior Software Engineer,7.0,35582
22.0,Female,Bachelor's Degree,Sales Representative,4.0,39352
48.0,Male,Bachelor's Degree,Account Executive,7.0,46290
55.0,Female,PhD,Senior Software Engineer,7.0,77719
35.0,Male,Bachelor's Degree,Marketing Executive,7.0,48085
33.0,Female,Master's Degree,Account Executive,7.0,57980
41.0,Female,Bachelor's Degree,Senior Marketing Specialist,7.0,50485
50.0,Female,Bachelor's Degree,Data Analyst,3.0,37203
45.0,Male,Bachelor's Degree,Finance Executive,7.0,47777
57.0,Male,Bachelor's Degree,Senior Manager,7.5,91857
53.0,Female,PhD,Senior Software Engineer,7.0,77500
47.0,Female,Bachelor's Degree,Senior Data Analyst,6.0,48785
55.0,Male,Bachelor's Degree,Senior Manager,7.5,82781
26.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,49209
59.0,Male,Bachelor's Degree,Sales Associate,1.0,37937
44.0,Male,Bachelor's Degree,Senior Data Analyst,7.0,46868
56.0,Female,PhD,Senior Accountant,7.0,70586
26.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,51789
27.0,Male,PhD,Senior Accountant,7.0,70888
38.0,Male,Bachelor's Degree,Support Executive,7.0,45016
60.0,Male,Bachelor's Degree,Senior Manager,7.5,93625
53.0,Female,High School,Senior Software Engineer,7.0,42148
30.0,Female,Bachelor's Degree,Manager,7.0,48922
24.0,Male,Bachelor's Degree,Support Executive,6.0,44463
31.0,Male,Master's Degree,HR Executive,7.0,67196
35.0,Male,PhD,Account Executive,7.0,68306
42.0,Female,Bachelor's Degree,Senior Accountant,7.0,48301
36.0,Female,Bachelor's Degree,Senior Manager,7.5,73341
26.0,Female,PhD,Senior Software Engineer,7.0,77178
41.0,Male,Bachelor's Degree,Senior Accountant,7.0,51909
48.0,Male,Bachelor's Degree,Senior Manager,7.5,87108
30.0,Female,PhD,Support Executive,7.0,68729
57.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,48198
38.0,Female,PhD,Senior Accountant,7.0,71362
49.0,Male,Bachelor's Degree,Sales Manager,8.0,108422
52.0,Male,Master's Degree,Manager,7.0,61390
47.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,44810
53.0,Female,High School,Finance Executive,7.0,36390
40.0,Male,Bachelor's Degree,Senior Accountant,7.0,43430
52.0,Female,High School,Senior Data Analyst,7.0,39863
36.0,Male,Bachelor's Degree,Marketing Executive,7.0,50208
52.0,Male,Bachelor's Degree,Marketing Executive,7.0,49002
43.0,Female,Bachelor's Degree,Senior Manager,7.5,79286
36.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,43282
22.0,Female,Bachelor's Degree,Software Engineer,4.0,42784
60.0,Male,Bachelor's Degree,Senior Data Analyst,7.0,49093
59.0,Male,Bachelor's Degree,Support Executive,7.0,48978
35.0,Male,PhD,Senior Software Engineer,7.0,66046
53.0,Male,Bachelor's Degree,Manager,7.0,50300
51.0,Female,PhD,Senior Software Engineer,7.0,66937
54.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,48340
23.0,Male,High School,Data Analyst,5.0,41416
37.0,Female,PhD,Senior Software Engineer,7.0,70605
40.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,50304
47.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,52579
35.0,Male,Bachelor's Degree,Account Executive,7.0,51590
38.0,Male,High School,Senior Software Engineer,7.0,40523
47.0,Female,PhD,Senior Manager,7.5,151331
58.0,Female,Bachelor's Degree,Support Assistant,7.0,49264
55.0,Female,Bachelor's Degree,Senior Accountant,7.0,47537
37.0,Male,PhD,Senior Software Engineer,7.0,67959
23.0,Female,Master's Degree,Senior Data Analyst,6.0,61320
55.0,Female,PhD,Senior Software Engineer,7.0,78939
35.0,Female,PhD,Senior HR Specialist,7.0,77641
33.0,Female,Bachelor's Degree,Finance Executive,7.0,50191
50.0,Female,Bachelor's Degree,Sales Manager,8.0,105930
53.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,52225
56.0,Female,Bachelor's Degree,Senior Data Analyst,7.0,43816
37.0,Female,Master's Degree,Senior Software Engineer,7.0,60814
28.0,Male,Bachelor's Degree,Support Executive,7.0,52790
22.0,Male,Master's Degree,Sales Representative,4.0,57138
59.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,51187
54.0,Male,PhD,Marketing Executive,7.0,69803
32.0,Male,Bachelor's Degree,Support Consultant,7.0,45869
53.0,Female,High School,Senior Accountant,7.0,39635
53.0,Male,High School,Senior Accountant,7.0,34685
57.0,Female,Bachelor's Degree,Manager,7.0,49646
57.0,Female,PhD,Support Executive,7.0,66100
45.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,44533
41.0,Female,Bachelor's Degree,Support Assistant,7.0,45800
37.0,Male,Bachelor's Degree,Sales Manager,8.0,106813
56.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,44308
37.0,Female,Bachelor's Degree,Account Executive,7.0,50925
30.0,Female,High School,Manager,7.0,40051
28.0,Male,PhD,Senior Software Engineer,7.0,71735
58.0,Female,Bachelor's Degree,Data Analyst,3.0,37267
49.0,Male,PhD,Support Executive,7.0,67175
55.0,Female,Bachelor's Degree,Sales Manager,8.0,129021
22.0,Female,Bachelor's Degree,Marketing Specialist,4.0,39924
29.0,Female,High School,Senior HR Specialist,7.0,37465
60.0,Female,High School,Senior Software Engineer,7.0,40394
56.0,Male,Bachelor's Degree,Senior Data Analyst,6.0,43733
58.0,Female,High School,Senior Software Engineer,7.0,37940
29.0,Male,Bachelor's Degree,Account Executive,7.0,49173
44.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,47722
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,47069
52.0,Male,PhD,Senior Manager,7.5,144318
43.0,Female,High School,Manager,7.0,37616
52.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,52006
32.0,Male,Bachelor's Degree,Account Executive,7.0,46177
29.0,Male,PhD,Account Executive,7.0,77216
49.0,Female,Bachelor's Degree,Account Executive,7.0,43804
44.0,Female,Bachelor's Degree,Senior Accountant,7.0,51715
59.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,49225
27.0,Female,Bachelor's Degree,Senior Marketing Specialist,7.0,44107
34.0,Male,Bachelor's Degree,Sales Manager,8.0,128968
37.0,Male,Bachelor's Degree,Finance Executive,7.0,45107
37.0,Female,High School,Senior Software Engineer,7.0,40485
36.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,44886
39.0,Male,Bachelor's Degree,Support Consultant,7.0,48577
58.0,Female,High School,Senior Software Engineer,7.0,34618
53.0,Male,PhD,Senior Software Engineer,7.0,68145
36.0,Male,Bachelor's Degree,Sales Manager,8.0,125148
49.0,Male,PhD,Senior Software Engineer,7.0,66722
47.0,Female,Bachelor's Degree,Senior Manager,7.5,85337
35.0,Male,Bachelor's Degree,Account Executive,7.0,48633
32.0,Female,Bachelor's Degree,Account Executive,7.0,44334
40.0,Female,PhD,Senior Marketing Specialist,7.0,67540
29.0,Female,Bachelor's Degree,Support Executive,7.0,44872
58.0,Female,Master's Degree,Sales Associate,1.0,42348
50.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,52403
41.0,Female,Bachelor's Degree,Account Executive,7.0,45305
30.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,47123
49.0,Female,Bachelor's Degree,Manager,7.0,51031
22.0,Female,Bachelor's Degree,Software Engineer,4.0,41880
57.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,52006
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,43939
42.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,46521
32.0,Female,Bachelor's Degree,Marketing Executive,7.0,45981
48.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,49741
54.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,46955
42.0,Male,PhD,Senior HR Specialist,7.0,76665
55.0,Female,Bachelor's Degree,Support Assistant,7.0,51540
32.0,Male,PhD,Senior Data Analyst,7.0,74324
23.0,Female,High School,Support Executive,5.0,38119
58.0,Male,High School,Senior Data Analyst,7.0,40190
39.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,47830
34.0,Male,Master's Degree,Account Executive,7.0,66895
43.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,43805
48.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,44224
38.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,47017
27.0,Female,Bachelor's Degree,HR Executive,7.0,51843
41.0,Female,PhD,Support Assistant,7.0,68221
26.0,Male,High School,Senior Software Engineer,7.0,40547
58.0,Male,PhD,Senior Data Analyst,6.0,73703
56.0,Female,Bachelor's Degree,Senior Data Analyst,7.0,45404
54.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,48251
37.0,Female,High School,Senior Data Analyst,7.0,37847
43.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,44141
40.0,Male,Bachelor's Degree,Senior Manager,7.5,85733
27.0,Male,PhD,Senior Accountant,7.0,77100
56.0,Male,Bachelor's Degree,Account Executive,7.0,44620
34.0,Male,Bachelor's Degree,Sales Manager,8.0,110813
59.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,46111
39.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,47479
48.0,Female,PhD,Senior Software Engineer,7.0,74285
23.0,Female,High School,Support Assistant,5.0,39393
50.0,Male,Bachelor's Degree,Marketing Executive,7.0,46892
39.0,Female,Master's Degree,Senior Software Engineer,7.0,56918
54.0,Male,PhD,Senior Software Engineer,7.0,69095
34.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,44957
34.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,51235
58.0,Male,High School,Senior Software Engineer,7.0,36295
45.0,Male,Bachelor's Degree,HR Executive,7.0,49482
58.0,Female,Bachelor's Degree,Data Analyst,3.0,40995
24.0,Male,Bachelor's Degree,Marketing Executive,6.0,44739
35.0,Female,PhD,Senior Software Engineer,7.0,72086
49.0,Male,High School,Account Executive,7.0,39736
52.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,50157
33.0,Female,High School,Account Executive,7.0,40249
42.0,Female,High School,Account Executive,7.0,42146
53.0,Female,Bachelor's Degree,Senior Data Analyst,7.0,49921
32.0,Male,PhD,Manager,7.0,77839
48.0,Male,Bachelor's Degree,Account Executive,7.0,52697
56.0,Female,Master's Degree,Senior Software Engineer,7.0,65463
26.0,Female,PhD,Account Executive,7.0,64811
35.0,Female,PhD,Sales Manager,8.0,166892
54.0,Male,Bachelor's Degree,Senior Accountant,7.0,48422
57.0,Female,High School,HR Executive,7.0,39079
23.0,Female,High School,Support Assistant,5.0,38879
28.0,Male,Bachelor's Degree,Support Executive,7.0,45208
44.0,Male,High School,Senior Software Engineer,7.0,37014
49.0,Female,Bachelor's Degree,Manager,7.0,48835
39.0,Female,Master's Degree,Support Executive,7.0,67910
53.0,Female,Bachelor's Degree,Sales Associate,1.0,36715
27.0,Female,PhD,Senior Software Engineer,7.0,77817
60.0,Male,Bachelor's Degree,Finance Executive,7.0,45298
60.0,Female,PhD,Finance Executive,7.0,76632
35.0,Male,Bachelor's Degree,Senior Manager,7.5,100850
25.0,Male,Bachelor's Degree,Support Consultant,7.0,48266
43.0,Female,High School,Senior Software Engineer,7.0,39009
56.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,48363
41.0,Male,Bachelor's Degree,Account Executive,7.0,46526
60.0,Female,Bachelor's Degree,Support Assistant,7.0,48900
29.0,Male,PhD,Senior Accountant,7.0,72109
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,45723
29.0,Male,High School,Sales Associate,1.0,27899
30.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,47836
59.0,Male,PhD,Support Assistant,7.0,68011
54.0,Female,Bachelor's Degree,Manager,7.0,47939
44.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,51537
39.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,51721
53.0,Male,Bachelor's Degree,Data Analyst,3.0,40572
53.0,Female,Bachelor's Degree,Senior Accountant,7.0,48865
46.0,Female,Bachelor's Degree,Manager,7.0,48144
54.0,Male,Bachelor's Degree,Senior HR Specialist,7.0,45488
33.0,Male,High School,Data Analyst,3.0,28923
55.0,Female,High School,Account Executive,7.0,36543
40.0,Female,Bachelor's Degree,Senior Data Analyst,7.0,47807
59.0,Female,High School,Account Executive,7.0,40083
58.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,48810
59.0,Female,Bachelor's Degree,Sales Manager,8.0,111722
36.0,Female,Master's Degree,Senior Software Engineer,7.0,63443
46.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,49236
43.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,44575
38.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,50145
45.0,Male,Bachelor's Degree,Manager,7.0,49257
23.0,Male,PhD,Accountant,5.0,74444
31.0,Female,PhD,Senior Software Engineer,7.0,66861
48.0,Female,PhD,Senior Marketing Specialist,7.0,72544
51.0,Male,Bachelor's Degree,Support Consultant,7.0,50736
43.0,Male,Bachelor's Degree,Data Analyst,3.0,39545
32.0,Male,High School,Senior Manager,7.5,71687
59.0,Female,Bachelor's Degree,Senior Accountant,7.0,44917
46.0,Male,Bachelor's Degree,Account Executive,7.0,46101
41.0,Male,High School,Senior Accountant,7.0,40544
31.0,Male,Bachelor's Degree,Senior Manager,7.5,77368
42.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,52239
22.0,Female,Bachelor's Degree,Sales Representative,4.0,36896
26.0,Female,Bachelor's Degree,Senior Marketing Specialist,7.0,50367
48.0,Male,High School,Senior Software Engineer,7.0,38924
60.0,Female,Bachelor's Degree,HR Executive,7.0,46622
34.0,Female,PhD,Senior Accountant,7.0,77748
53.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,43857
44.0,Male,PhD,Sales Associate,1.0,56570
42.0,Female,PhD,Sales Manager,8.0,184878
45.0,Male,Bachelor's Degree,Support Consultant,7.0,46310
59.0,Female,Bachelor's Degree,Account Executive,7.0,48485
57.0,Female,Bachelor's Degree,Manager,7.0,50421
51.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,44774
31.0,Male,Bachelor's Degree,Senior HR Specialist,7.0,48516
59.0,Male,High School,Support Assistant,7.0,35321
22.0,Female,Bachelor's Degree,Software Engineer,4.0,40368
40.0,Female,High School,Senior HR Specialist,7.0,38528
36.0,Female,High School,Sales Associate,1.0,28084
36.0,Female,Bachelor's Degree,Account Executive,7.0,45263
59.0,Male,High School,Senior Data Analyst,7.0,35033
50.0,Male,High School,Senior Software Engineer,7.0,40380
54.0,Male,Bachelor's Degree,Senior Accountant,7.0,44222
44.0,Female,PhD,Support Assistant,7.0,76593
39.0,Male,PhD,Senior HR Specialist,7.0,65628
56.0,Male,PhD,Senior Data Analyst,7.0,79127
46.0,Male,High School,Senior Software Engineer,7.0,35025
35.0,Male,Master's Degree,Sales Manager,8.0,164612
36.0,Male,Bachelor's Degree,Senior Data Analyst,7.0,45126
46.0,Female,High School,Senior Marketing Specialist,7.0,41221
38.0,Female,Bachelor's Degree,Senior Marketing Specialist,7.0,46611
33.0,Female,High School,Account Executive,7.0,36189
31.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,50967
46.0,Female,PhD,Senior Software Engineer,7.0,67262
56.0,Male,PhD,Senior Software Engineer,7.0,70241
39.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,50564
35.0,Male,Bachelor's Degree,Senior HR Specialist,7.0,50443
39.0,Female,Bachelor's Degree,Account Executive,7.0,47906
30.0,Female,Master's Degree,Manager,7.0,57647
46.0,Female,Bachelor's Degree,Manager,7.0,44616
36.0,Female,PhD,Marketing Executive,7.0,65619
42.0,Male,Bachelor's Degree,Senior Accountant,7.0,47850
45.0,Female,High School,Senior Manager,7.5,67415
43.0,Female,PhD,Manager,7.0,65054
29.0,Male,Bachelor's Degree,Senior Data Analyst,7.0,47388
47.0,Female,Master's Degree,Account Executive,7.0,61180
23.0,Female,PhD,Sales Associate,1.0,52626
41.0,Male,PhD,Finance Executive,7.0,77239
36.0,Female,Master's Degree,Senior Accountant,7.0,61820
30.0,Female,Bachelor's Degree,Data Analyst,3.0,43488
47.0,Male,Bachelor's Degree,Account Executive,7.0,44424
46.0,Female,Bachelor's Degree,Senior Manager,7.5,79407
37.0,Female,PhD,Account Executive,7.0,73414
41.0,Male,PhD,Sales Associate,1.0,55266
41.0,Male,Bachelor's Degree,Senior Accountant,7.0,50053
57.0,Male,Bachelor's Degree,Sales Manager,8.0,119768
57.0,Male,Bachelor's Degree,Marketing Executive,7.0,50751
25.0,Male,PhD,HR Executive,7.0,65371
50.0,Male,Bachelor's Degree,Senior Accountant,7.0,45648
45.0,Male,PhD,Senior Marketing Specialist,7.0,65107
38.0,Female,Bachelor's Degree,Sales Manager,8.0,123598
48.0,Female,PhD,Manager,7.0,70429
59.0,Male,PhD,Support Consultant,7.0,65553
25.0,Male,Bachelor's Degree,Sales Associate,1.0,38925
42.0,Male,PhD,Senior Marketing Specialist,7.0,69248
38.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,46016
31.0,Female,Bachelor's Degree,Finance Executive,7.0,45506
46.0,Male,Bachelor's Degree,Senior Data Analyst,6.0,44501
44.0,Male,Bachelor's Degree,Sales Associate,1.0,35620
36.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,45981
54.0,Female,Bachelor's Degree,Senior Marketing Specialist,7.0,44409
35.0,Male,Bachelor's Degree,Manager,7.0,45234
27.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,48072
60.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,51039
42.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,44028
28.0,Female,PhD,Senior Manager,7.5,144772
24.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,45007
46.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,52480
44.0,Male,Bachelor's Degree,Support Executive,7.0,52324
24.0,Female,PhD,Senior Accountant,6.0,77135
47.0,Male,Bachelor's Degree,Support Assistant,7.0,52609
29.0,Male,High School,Marketing Executive,7.0,38418
40.0,Female,Bachelor's Degree,Finance Executive,7.0,44771
28.0,Male,High School,Senior Software Engineer,7.0,39978
36.0,Male,Bachelor's Degree,Account Executive,7.0,43585
26.0,Male,PhD,Sales Associate,1.0,52090
38.0,Female,PhD,Account Executive,7.0,78261
29.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,51627
34.0,Male,Bachelor's Degree,Data Analyst,3.0,39631
49.0,Female,Bachelor's Degree,Manager,7.0,45543
30.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,45962
25.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,50998
56.0,Male,PhD,Senior Marketing Specialist,7.0,71965
26.0,Female,PhD,Manager,7.0,78462
40.0,Male,High School,Sales Associate,1.0,28642
28.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,48625
23.0,Male,Bachelor's Degree,Data Analyst,3.0,36270
41.0,Female,Bachelor's Degree,Data Analyst,3.0,43678
23.0,Female,Bachelor's Degree,HR Specialist,5.0,51212
56.0,Female,PhD,HR Executive,7.0,72391
53.0,Male,PhD,Support Consultant,7.0,70983
30.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,43772
48.0,Female,Bachelor's Degree,Sales Manager,8.0,111716
46.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,43848
22.0,Female,Bachelor's Degree,Support Consultant,4.0,37114
50.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,46679
58.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,48456
36.0,Female,PhD,Senior Software Engineer,7.0,76851
42.0,Female,PhD,Support Executive,7.0,70728
55.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,49733
51.0,Male,Bachelor's Degree,Manager,7.0,50496
40.0,Female,PhD,Finance Executive,7.0,71549
39.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,48673
41.0,Male,Bachelor's Degree,Support Consultant,7.0,45787
42.0,Male,High School,Senior Marketing Specialist,7.0,41071
37.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,51338
34.0,Male,Bachelor's Degree,Manager,7.0,51574
58.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,47984
50.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,43643
57.0,Male,High School,Account Executive,7.0,39142
41.0,Male,PhD,Senior Software Engineer,7.0,78811
30.0,Male,High School,Support Executive,7.0,35209
57.0,Male,PhD,Senior Data Analyst,7.0,65503
28.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,51234
37.0,Male,PhD,Senior Software Engineer,7.0,74426
33.0,Female,Bachelor's Degree,Senior Data Analyst,6.0,47846
23.0,Male,Bachelor's Degree,Data Analyst,3.0,39888
36.0,Male,Bachelor's Degree,Account Executive,7.0,50844
32.0,Female,High School,Senior Software Engineer,7.0,34615
46.0,Female,PhD,Account Executive,7.0,70876
23.0,Female,High School,Senior Manager,7.5,77281
49.0,Female,High School,Account Executive,7.0,35044
46.0,Female,Bachelor's Degree,Senior Accountant,7.0,49796
29.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,46732
58.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,52752
41.0,Male,High School,Marketing Executive,7.0,39198
33.0,Female,PhD,Senior Data Analyst,6.0,65814
30.0,Male,Bachelor's Degree,Senior Manager,7.5,88333
58.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,46997
47.0,Male,Bachelor's Degree,Senior Manager,7.5,76210
59.0,Male,High School,Senior Marketing Specialist,7.0,41876
43.0,Female,Bachelor's Degree,Senior Accountant,7.0,43898
25.0,Male,Bachelor's Degree,Senior Data Analyst,7.0,44789
46.0,Male,Bachelor's Degree,Senior Marketing Specialist,7.0,50043
57.0,Male,Master's Degree,Support Consultant,7.0,61392
37.0,Female,PhD,Account Executive,7.0,79177
51.0,Female,Bachelor's Degree,Support Executive,7.0,52654
36.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,46650
46.0,Male,Bachelor's Degree,Data Analyst,3.0,39492
25.0,Male,Bachelor's Degree,Support Consultant,7.0,49478
34.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,48873
28.0,Male,Bachelor's Degree,Senior HR Specialist,7.0,49372
55.0,Male,Bachelor's Degree,Account Executive,7.0,50700
56.0,Female,High School,Account Executive,7.0,38722
39.0,Male,Bachelor's Degree,Support Consultant,7.0,46008
56.0,Female,PhD,Senior Marketing Specialist,7.0,73255
54.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,50680
39.0,Female,High School,Support Consultant,7.0,41618
23.0,Female,PhD,Sales Manager,8.0,163807
22.0,Female,Bachelor's Degree,Marketing Specialist,4.0,38140
34.0,Male,PhD,Senior Data Analyst,7.0,76150
53.0,Female,High School,Manager,7.0,39129
58.0,Male,High School,Senior Software Engineer,7.0,34886
26.0,Male,High School,Senior Software Engineer,7.0,35869
27.0,Male,PhD,Marketing Executive,7.0,76478
35.0,Female,High School,Senior Software Engineer,7.0,41321
44.0,Female,High School,Sales Associate,1.0,28195
41.0,Female,Bachelor's Degree,Finance Executive,7.0,51504
22.0,Female,Bachelor's Degree,Support Executive,4.0,42088
25.0,Male,PhD,Finance Executive,7.0,65650
32.0,Male,Bachelor's Degree,Data Analyst,3.0,42188
50.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,46318
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,52499
51.0,Male,High School,Senior Marketing Specialist,7.0,40733
49.0,Male,Bachelor's Degree,Account Executive,7.0,46269
33.0,Female,Bachelor's Degree,Manager,7.0,43253
60.0,Female,Bachelor's Degree,Account Executive,7.0,48736
53.0,Male,Bachelor's Degree,Account Executive,7.0,45205
22.0,Male,High School,Support Consultant,4.0,32621
60.0,Male,PhD,Sales Associate,1.0,53383
56.0,Male,PhD,Account Executive,7.0,77004
32.0,Female,PhD,Marketing Executive,7.0,70099
57.0,Male,Bachelor's Degree,Senior Data Analyst,6.0,46952
59.0,Female,High School,Senior Software Engineer,7.0,39714
53.0,Male,PhD,Senior Software Engineer,7.0,77391
36.0,Female,Bachelor's Degree,Manager,7.0,50136
60.0,Male,Bachelor's Degree,Account Executive,7.0,48378
25.0,Male,Bachelor's Degree,Account Executive,7.0,45850
45.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,52584
36.0,Female,Bachelor's Degree,Senior Data Analyst,7.0,52320
51.0,Female,Bachelor's Degree,Senior HR Specialist,7.0,44765
56.0,Male,Bachelor's Degree,Sales Manager,8.0,107327
48.0,Male,Bachelor's Degree,Senior Data Analyst,7.0,44145
22.0,Male,Bachelor's Degree,Manager,4.0,40035
